Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total,Total_Acessos,Porcentaje_ADSL,Porcentaje_Cablemodem,Porcentaje_Fibra óptica,Porcentaje_Wireless,Porcentaje_Otros,Accesos trimestre anterior
2018,4,Chubut,37215.0,23065.0,952.0,14443.0,3047.0,78722.0,78722.0,47.27%,29.30%,1.21%,18.35%,3.87%,1239.0
2019,1,Chubut,37302.0,23065.0,1923.0,14443.0,3045.0,79778.0,79778.0,46.76%,28.91%,2.41%,18.10%,3.82%,952.0
2019,2,Chubut,37313.0,26338.0,1917.0,14443.0,7545.0,87556.0,87556.0,42.62%,30.08%,2.19%,16.50%,8.62%,1923.0
2019,3,Chubut,37298.0,27090.0,1917.0,15149.0,7551.0,89005.0,89005.0,41.91%,30.44%,2.15%,17.02%,8.48%,1917.0
2019,4,Chubut,47045.0,26977.0,1324.0,15267.0,5489.0,96102.0,96102.0,48.95%,28.07%,1.38%,15.89%,5.71%,1917.0
2020,1,Chubut,45763.0,27287.0,1324.0,16885.0,5479.0,96738.0,96738.0,47.31%,28.21%,1.37%,17.45%,5.66%,1324.0
2020,2,Chubut,45761.0,38279.0,1324.0,17678.0,5614.0,108656.0,108656.0,42.12%,35.23%,1.22%,16.27%,5.17%,1324.0
2020,3,Chubut,45761.0,39386.0,2897.0,23216.0,18767.0,130027.0,130027.0,35.19%,30.29%,2.23%,17.85%,14.43%,1324.0
2020,4,Chubut,45703.0,39756.0,3040.0,23363.0,18712.0,130574.0,130574.0,35.00%,30.45%,2.33%,17.89%,14.33%,2897.0
2021,1,Chubut,45501.0,40960.0,3444.0,23723.0,18712.0,132340.0,132340.0,34.38%,30.95%,2.60%,17.93%,14.14%,3040.0
2021,2,Chubut,49271.0,41497.0,6081.0,23682.0,18706.0,139237.0,139237.0,35.39%,29.80%,4.37%,17.01%,13.43%,3444.0
2021,3,Chubut,49269.0,55794.0,8946.0,23376.0,18681.0,156066.0,156066.0,31.57%,35.75%,5.73%,14.98%,11.97%,6081.0
2021,4,Chubut,46361.0,57412.0,9655.0,28041.0,18839.0,160308.0,160308.0,28.92%,35.81%,6.02%,17.49%,11.75%,8946.0
2022,1,Chubut,44133.0,66667.0,9184.0,30592.0,21052.0,171628.0,171628.0,25.71%,38.84%,5.35%,17.82%,12.27%,9655.0
2022,2,Chubut,45377.0,69242.0,9574.0,29784.0,8828.0,162805.0,162805.0,27.87%,42.53%,5.88%,18.29%,5.42%,9184.0
2022,3,Chubut,45377.0,72212.0,9574.0,29784.0,8831.0,165778.0,165778.0,27.37%,43.56%,5.78%,17.97%,5.33%,9574.0
2022,4,Chubut,45450.0,73923.0,9815.0,30721.0,8850.0,168759.0,168759.0,26.93%,43.80%,5.82%,18.20%,5.24%,9574.0
2023,1,Chubut,45448.0,73525.0,9815.0,30521.0,10744.0,170053.0,170053.0,26.73%,43.24%,5.77%,17.95%,6.32%,9815.0
2023,2,Chubut,33702.0,73689.0,16111.0,30521.0,9938.0,163961.0,163961.0,20.55%,44.94%,9.83%,18.61%,6.06%,9815.0
2023,3,Chubut,26352.0,75460.0,25827.0,30521.0,9908.0,168068.0,168068.0,15.68%,44.90%,15.37%,18.16%,5.90%,16111.0
2023,4,Chubut,26306.0,77217.0,26174.0,30543.0,9930.0,170170.0,170170.0,15.46%,45.38%,15.38%,17.95%,5.84%,25827.0
2014,1,Corrientes,52565.0,8279.0,31.0,1306.0,55.0,62236.0,62236.0,84.46%,13.30%,0.05%,2.10%,0.09%,
2014,2,Corrientes,52883.0,8680.0,31.0,1309.0,55.0,62958.0,62958.0,84.00%,13.79%,0.05%,2.08%,0.09%,31.0
2014,3,Corrientes,52957.0,9184.0,31.0,1312.0,65.0,63549.0,63549.0,83.33%,14.45%,0.05%,2.06%,0.10%,31.0
2014,4,Corrientes,54754.0,9526.0,40.0,1315.0,75.0,65710.0,65710.0,83.33%,14.50%,0.06%,2.00%,0.11%,31.0
2015,1,Corrientes,54649.0,25372.0,129.0,1319.0,62.0,81531.0,81531.0,67.03%,31.12%,0.16%,1.62%,0.08%,40.0
2015,2,Corrientes,55238.0,26553.0,157.0,1321.0,47.0,83316.0,83316.0,66.30%,31.87%,0.19%,1.59%,0.06%,129.0
2015,3,Corrientes,55792.0,27604.0,176.0,1340.0,47.0,84959.0,84959.0,65.67%,32.49%,0.21%,1.58%,0.06%,157.0
2015,4,Corrientes,55681.0,28178.0,177.0,1354.0,45.0,85435.0,85435.0,65.17%,32.98%,0.21%,1.58%,0.05%,176.0
2016,1,Corrientes,55454.0,28491.0,192.0,1354.0,45.0,85536.0,85536.0,64.83%,33.31%,0.22%,1.58%,0.05%,177.0
2016,2,Corrientes,55511.0,29845.0,203.0,1354.0,43.0,86956.0,86956.0,63.84%,34.32%,0.23%,1.56%,0.05%,192.0
2016,3,Corrientes,55934.0,30813.0,217.0,1354.0,22.0,88340.0,88340.0,63.32%,34.88%,0.25%,1.53%,0.02%,203.0
2016,4,Corrientes,54981.0,31497.0,233.0,1354.0,31.0,88096.0,88096.0,62.41%,35.75%,0.26%,1.54%,0.04%,217.0
2017,1,Corrientes,54993.0,31994.0,236.0,1354.0,31.0,88608.0,88608.0,62.06%,36.11%,0.27%,1.53%,0.03%,233.0
2017,2,Corrientes,55262.0,33192.0,258.0,1354.0,31.0,90097.0,90097.0,61.34%,36.84%,0.29%,1.50%,0.03%,236.0
2017,3,Corrientes,56247.0,33993.0,947.0,1334.0,27.0,92548.0,92548.0,60.78%,36.73%,1.02%,1.44%,0.03%,258.0
2017,4,Corrientes,56786.0,34722.0,894.0,1334.0,35.0,93771.0,93771.0,60.56%,37.03%,0.95%,1.42%,0.04%,947.0
2018,1,Corrientes,56937.0,35225.0,888.0,1334.0,33.0,94417.0,94417.0,60.30%,37.31%,0.94%,1.41%,0.03%,894.0
2018,2,Corrientes,56541.0,39715.0,201.0,1468.0,32.0,97957.0,97957.0,57.72%,40.54%,0.21%,1.50%,0.03%,888.0
2018,3,Corrientes,56444.0,41300.0,212.0,1468.0,32.0,99456.0,99456.0,56.75%,41.53%,0.21%,1.48%,0.03%,201.0
2018,4,Corrientes,55842.0,42418.0,796.0,1515.0,30.0,100601.0,100601.0,55.51%,42.16%,0.79%,1.51%,0.03%,212.0
2019,1,Corrientes,55842.0,43444.0,1615.0,1528.0,58.0,102487.0,102487.0,54.49%,42.39%,1.58%,1.49%,0.06%,796.0
2019,2,Corrientes,53835.0,47431.0,1701.0,2444.0,6138.0,111549.0,111549.0,48.26%,42.52%,1.52%,2.19%,5.50%,1615.0
2019,3,Corrientes,53344.0,50230.0,1888.0,2458.0,4839.0,112759.0,112759.0,47.31%,44.55%,1.67%,2.18%,4.29%,1701.0
2019,4,Corrientes,52525.0,51845.0,2002.0,2458.0,5004.0,113834.0,113834.0,46.14%,45.54%,1.76%,2.16%,4.40%,1888.0
2020,1,Corrientes,51126.0,53231.0,2172.0,2437.0,5004.0,113970.0,113970.0,44.86%,46.71%,1.91%,2.14%,4.39%,2002.0
2020,2,Corrientes,51248.0,55536.0,3144.0,3927.0,5011.0,118866.0,118866.0,43.11%,46.72%,2.64%,3.30%,4.22%,2172.0
2020,3,Corrientes,50858.0,58681.0,2960.0,5513.0,5379.0,123391.0,123391.0,41.22%,47.56%,2.40%,4.47%,4.36%,3144.0
2020,4,Corrientes,50102.0,61495.0,3146.0,5626.0,5290.0,125659.0,125659.0,39.87%,48.94%,2.50%,4.48%,4.21%,2960.0
2021,1,Corrientes,49160.0,62876.0,3337.0,5949.0,5303.0,126625.0,126625.0,38.82%,49.66%,2.64%,4.70%,4.19%,3146.0
2021,2,Corrientes,46648.0,67262.0,3731.0,6557.0,5303.0,129501.0,129501.0,36.02%,51.94%,2.88%,5.06%,4.09%,3337.0
2021,3,Corrientes,44805.0,69403.0,7542.0,6766.0,5303.0,133819.0,133819.0,33.48%,51.86%,5.64%,5.06%,3.96%,3731.0
2021,4,Corrientes,42523.0,71183.0,10138.0,6778.0,5290.0,135912.0,135912.0,31.29%,52.37%,7.46%,4.99%,3.89%,7542.0
2022,1,Corrientes,40462.0,79093.0,10875.0,6774.0,5374.0,142578.0,142578.0,28.38%,55.47%,7.63%,4.75%,3.77%,10138.0
2022,2,Corrientes,38468.0,75769.0,18181.0,7256.0,5323.0,144997.0,144997.0,26.53%,52.26%,12.54%,5.00%,3.67%,10875.0
2022,3,Corrientes,36508.0,77140.0,18619.0,7256.0,5323.0,144846.0,144846.0,25.20%,53.26%,12.85%,5.01%,3.67%,18181.0
2022,4,Corrientes,34038.0,80283.0,26752.0,9082.0,5298.0,155453.0,155453.0,21.90%,51.64%,17.21%,5.84%,3.41%,18619.0
2023,1,Corrientes,29577.0,81116.0,30016.0,11071.0,5240.0,157020.0,157020.0,18.84%,51.66%,19.12%,7.05%,3.34%,26752.0
2023,2,Corrientes,26821.0,82977.0,32834.0,10407.0,5255.0,158294.0,158294.0,16.94%,52.42%,20.74%,6.57%,3.32%,30016.0
2023,3,Corrientes,24253.0,83897.0,36032.0,10407.0,5240.0,159829.0,159829.0,15.17%,52.49%,22.54%,6.51%,3.28%,32834.0
2023,4,Corrientes,21769.0,86102.0,35968.0,10402.0,5231.0,159472.0,159472.0,13.65%,53.99%,22.55%,6.52%,3.28%,36032.0
2014,1,Córdoba,336841.0,225769.0,347.0,3585.0,368.0,566910.0,566910.0,59.42%,39.82%,0.06%,0.63%,0.06%,
2014,2,Córdoba,337825.0,234729.0,351.0,3673.0,374.0,576952.0,576952.0,58.55%,40.68%,0.06%,0.64%,0.06%,347.0
2014,3,Córdoba,340212.0,240334.0,444.0,4064.0,377.0,585431.0,585431.0,58.11%,41.05%,0.08%,0.69%,0.06%,351.0
2014,4,Córdoba,345157.0,240452.0,419.0,3918.0,486.0,590432.0,590432.0,58.46%,40.72%,0.07%,0.66%,0.08%,444.0
2015,1,Córdoba,343883.0,247564.0,415.0,4645.0,450.0,596957.0,596957.0,57.61%,41.47%,0.07%,0.78%,0.08%,419.0
2015,2,Córdoba,348130.0,255596.0,435.0,5199.0,386.0,609746.0,609746.0,57.09%,41.92%,0.07%,0.85%,0.06%,415.0
2015,3,Córdoba,351692.0,264055.0,1450.0,5412.0,389.0,622998.0,622998.0,56.45%,42.38%,0.23%,0.87%,0.06%,435.0
2015,4,Córdoba,353530.0,266062.0,480.0,5613.0,385.0,626070.0,626070.0,56.47%,42.50%,0.08%,0.90%,0.06%,1450.0
2016,1,Córdoba,350884.0,252346.0,674.0,5636.0,386.0,609926.0,609926.0,57.53%,41.37%,0.11%,0.92%,0.06%,480.0
2016,2,Córdoba,348891.0,277615.0,1709.0,5610.0,1089.0,634914.0,634914.0,54.95%,43.72%,0.27%,0.88%,0.17%,674.0
2016,3,Córdoba,348481.0,285480.0,2540.0,5695.0,395.0,642591.0,642591.0,54.23%,44.43%,0.40%,0.89%,0.06%,1709.0
2016,4,Córdoba,337368.0,289344.0,3368.0,5686.0,789.0,636555.0,636555.0,53.00%,45.45%,0.53%,0.89%,0.12%,2540.0
2017,1,Córdoba,335673.0,293479.0,4871.0,5782.0,1394.0,641199.0,641199.0,52.35%,45.77%,0.76%,0.90%,0.22%,3368.0
2017,2,Córdoba,341748.0,303488.0,4451.0,6446.0,1505.0,657638.0,657638.0,51.97%,46.15%,0.68%,0.98%,0.23%,4871.0
2017,3,Córdoba,344580.0,319360.0,10579.0,7137.0,14988.0,696644.0,696644.0,49.46%,45.84%,1.52%,1.02%,2.15%,4451.0
2017,4,Córdoba,349710.0,324709.0,12778.0,12043.0,10739.0,709979.0,709979.0,49.26%,45.74%,1.80%,1.70%,1.51%,10579.0
2018,1,Córdoba,349342.0,326894.0,13178.0,13237.0,11275.0,713926.0,713926.0,48.93%,45.79%,1.85%,1.85%,1.58%,12778.0
2018,2,Córdoba,345141.0,327636.0,13832.0,16355.0,10109.0,713073.0,713073.0,48.40%,45.95%,1.94%,2.29%,1.42%,13178.0
2018,3,Córdoba,337620.0,342401.0,15785.0,19213.0,10839.0,725858.0,725858.0,46.51%,47.17%,2.17%,2.65%,1.49%,13832.0
2018,4,Córdoba,328854.0,355716.0,17675.0,21851.0,13243.0,737339.0,737339.0,44.60%,48.24%,2.40%,2.96%,1.80%,15785.0
2019,1,Córdoba,323272.0,363959.0,19902.0,24615.0,12367.0,744115.0,744115.0,43.44%,48.91%,2.67%,3.31%,1.66%,17675.0
2019,2,Córdoba,314768.0,388254.0,23023.0,33847.0,15236.0,775128.0,775128.0,40.61%,50.09%,2.97%,4.37%,1.97%,19902.0
2019,3,Córdoba,307780.0,399231.0,30064.0,37277.0,8701.0,783053.0,783053.0,39.31%,50.98%,3.84%,4.76%,1.11%,23023.0
2019,4,Córdoba,296872.0,410038.0,53335.0,37750.0,8693.0,806688.0,806688.0,36.80%,50.83%,6.61%,4.68%,1.08%,30064.0
2020,1,Córdoba,286168.0,406109.0,68512.0,41617.0,8693.0,811099.0,811099.0,35.28%,50.07%,8.45%,5.13%,1.07%,53335.0
2020,2,Córdoba,282858.0,415007.0,85818.0,44522.0,8263.0,836468.0,836468.0,33.82%,49.61%,10.26%,5.32%,0.99%,68512.0
2020,3,Córdoba,276360.0,430771.0,102217.0,48368.0,9756.0,867472.0,867472.0,31.86%,49.66%,11.78%,5.58%,1.12%,85818.0
2020,4,Córdoba,267396.0,439322.0,125620.0,52827.0,17536.0,902701.0,902701.0,29.62%,48.67%,13.92%,5.85%,1.94%,102217.0
2021,1,Córdoba,260350.0,444695.0,134634.0,54137.0,17065.0,910881.0,910881.0,28.58%,48.82%,14.78%,5.94%,1.87%,125620.0
2021,2,Córdoba,239780.0,467782.0,151855.0,55944.0,15519.0,930880.0,930880.0,25.76%,50.25%,16.31%,6.01%,1.67%,134634.0
2021,3,Córdoba,229275.0,477223.0,167495.0,57617.0,15178.0,946788.0,946788.0,24.22%,50.40%,17.69%,6.09%,1.60%,151855.0
2021,4,Córdoba,212011.0,487489.0,217214.0,61277.0,8779.0,986770.0,986770.0,21.49%,49.40%,22.01%,6.21%,0.89%,167495.0
2022,1,Córdoba,195610.0,501799.0,235838.0,60843.0,9713.0,1003803.0,1003803.0,19.49%,49.99%,23.49%,6.06%,0.97%,217214.0
2022,2,Córdoba,179181.0,467595.0,308895.0,61107.0,9657.0,1026435.0,1026435.0,17.46%,45.56%,30.09%,5.95%,0.94%,235838.0
2022,3,Córdoba,163770.0,465461.0,338570.0,61070.0,9797.0,1038668.0,1038668.0,15.77%,44.81%,32.60%,5.88%,0.94%,308895.0
2022,4,Córdoba,152265.0,456947.0,367393.0,61631.0,11424.0,1049660.0,1049660.0,14.51%,43.53%,35.00%,5.87%,1.09%,338570.0
2023,1,Córdoba,136976.0,455139.0,386297.0,61066.0,10494.0,1049972.0,1049972.0,13.05%,43.35%,36.79%,5.82%,1.00%,367393.0
2023,2,Córdoba,129303.0,453924.0,411703.0,62391.0,10430.0,1067751.0,1067751.0,12.11%,42.51%,38.56%,5.84%,0.98%,386297.0
2023,3,Córdoba,125050.0,453994.0,417338.0,62514.0,10438.0,1069334.0,1069334.0,11.69%,42.46%,39.03%,5.85%,0.98%,411703.0
2023,4,Córdoba,115662.0,452380.0,440536.0,61862.0,8862.0,1079302.0,1079302.0,10.72%,41.91%,40.82%,5.73%,0.82%,417338.0
2014,1,Entre Ríos,107883.0,21379.0,49.0,4887.0,133.0,134331.0,134331.0,80.31%,15.92%,0.04%,3.64%,0.10%,
2014,2,Entre Ríos,108900.0,21706.0,49.0,4795.0,133.0,135583.0,135583.0,80.32%,16.01%,0.04%,3.54%,0.10%,49.0
2014,3,Entre Ríos,108907.0,22440.0,48.0,5203.0,135.0,136733.0,136733.0,79.65%,16.41%,0.04%,3.81%,0.10%,49.0
2014,4,Entre Ríos,112291.0,23027.0,57.0,5178.0,260.0,140813.0,140813.0,79.74%,16.35%,0.04%,3.68%,0.18%,48.0
2015,1,Entre Ríos,112363.0,47411.0,108.0,5943.0,245.0,166070.0,166070.0,67.66%,28.55%,0.07%,3.58%,0.15%,57.0
2015,2,Entre Ríos,113378.0,49767.0,119.0,6031.0,197.0,169492.0,169492.0,66.89%,29.36%,0.07%,3.56%,0.12%,108.0
2015,3,Entre Ríos,113909.0,51945.0,122.0,6261.0,197.0,172434.0,172434.0,66.06%,30.12%,0.07%,3.63%,0.11%,119.0
2015,4,Entre Ríos,113983.0,53411.0,122.0,6427.0,194.0,174137.0,174137.0,65.46%,30.67%,0.07%,3.69%,0.11%,122.0
2016,1,Entre Ríos,113101.0,54948.0,146.0,6425.0,193.0,174813.0,174813.0,64.70%,31.43%,0.08%,3.68%,0.11%,122.0
2016,2,Entre Ríos,112809.0,58768.0,169.0,6434.0,193.0,178373.0,178373.0,63.24%,32.95%,0.09%,3.61%,0.11%,146.0
2016,3,Entre Ríos,112588.0,61850.0,206.0,6441.0,64.0,181149.0,181149.0,62.15%,34.14%,0.11%,3.56%,0.04%,169.0
2016,4,Entre Ríos,109359.0,64141.0,226.0,6448.0,71.0,180245.0,180245.0,60.67%,35.59%,0.13%,3.58%,0.04%,206.0
2017,1,Entre Ríos,108509.0,65095.0,230.0,6448.0,71.0,180353.0,180353.0,60.16%,36.09%,0.13%,3.58%,0.04%,226.0
2017,2,Entre Ríos,108309.0,67650.0,254.0,6448.0,71.0,182732.0,182732.0,59.27%,37.02%,0.14%,3.53%,0.04%,230.0
2017,3,Entre Ríos,107774.0,69596.0,1786.0,6245.0,63.0,185464.0,185464.0,58.11%,37.53%,0.96%,3.37%,0.03%,254.0
2017,4,Entre Ríos,107764.0,73692.0,1894.0,10267.0,86.0,193703.0,193703.0,55.63%,38.04%,0.98%,5.30%,0.04%,1786.0
2018,1,Entre Ríos,106998.0,75751.0,3789.0,10776.0,80.0,197394.0,197394.0,54.21%,38.38%,1.92%,5.46%,0.04%,1894.0
2018,2,Entre Ríos,104811.0,80376.0,2405.0,12313.0,80.0,199985.0,199985.0,52.41%,40.19%,1.20%,6.16%,0.04%,3789.0
2018,3,Entre Ríos,103318.0,83714.0,2403.0,15093.0,80.0,204608.0,204608.0,50.50%,40.91%,1.17%,7.38%,0.04%,2405.0
2018,4,Entre Ríos,101168.0,86198.0,4853.0,15472.0,14356.0,222047.0,222047.0,45.56%,38.82%,2.19%,6.97%,6.47%,2403.0
2019,1,Entre Ríos,100999.0,90253.0,12723.0,16231.0,12241.0,232447.0,232447.0,43.45%,38.83%,5.47%,6.98%,5.27%,4853.0
2019,2,Entre Ríos,97081.0,91081.0,12764.0,17369.0,17529.0,235824.0,235824.0,41.17%,38.62%,5.41%,7.37%,7.43%,12723.0
2019,3,Entre Ríos,94947.0,96305.0,12888.0,18530.0,15432.0,238102.0,238102.0,39.88%,40.45%,5.41%,7.78%,6.48%,12764.0
2019,4,Entre Ríos,92981.0,99206.0,12875.0,18561.0,15407.0,239030.0,239030.0,38.90%,41.50%,5.39%,7.77%,6.45%,12888.0
2020,1,Entre Ríos,90368.0,95434.0,13245.0,18737.0,14062.0,231846.0,231846.0,38.98%,41.16%,5.71%,8.08%,6.07%,12875.0
2020,2,Entre Ríos,89391.0,99423.0,13954.0,20042.0,11303.0,234113.0,234113.0,38.18%,42.47%,5.96%,8.56%,4.83%,13245.0
2020,3,Entre Ríos,87892.0,106950.0,13954.0,20379.0,12320.0,241495.0,241495.0,36.39%,44.29%,5.78%,8.44%,5.10%,13954.0
2020,4,Entre Ríos,85683.0,113670.0,15653.0,20206.0,12169.0,247381.0,247381.0,34.64%,45.95%,6.33%,8.17%,4.92%,13954.0
2021,1,Entre Ríos,83688.0,118424.0,16846.0,20836.0,12169.0,251963.0,251963.0,33.21%,47.00%,6.69%,8.27%,4.83%,15653.0
2021,2,Entre Ríos,77836.0,124957.0,17856.0,23786.0,13197.0,257632.0,257632.0,30.21%,48.50%,6.93%,9.23%,5.12%,16846.0
2021,3,Entre Ríos,74443.0,128752.0,20485.0,23500.0,13195.0,260375.0,260375.0,28.59%,49.45%,7.87%,9.03%,5.07%,17856.0
2021,4,Entre Ríos,70459.0,133387.0,23452.0,25022.0,12726.0,265046.0,265046.0,26.58%,50.33%,8.85%,9.44%,4.80%,20485.0
2022,1,Entre Ríos,67159.0,138986.0,23091.0,26098.0,12592.0,267926.0,267926.0,25.07%,51.87%,8.62%,9.74%,4.70%,23452.0
2022,2,Entre Ríos,63794.0,131029.0,35839.0,26098.0,12592.0,269352.0,269352.0,23.68%,48.65%,13.31%,9.69%,4.67%,23091.0
2022,3,Entre Ríos,60345.0,132952.0,36971.0,26098.0,12593.0,268959.0,268959.0,22.44%,49.43%,13.75%,9.70%,4.68%,35839.0
2022,4,Entre Ríos,55507.0,135746.0,40798.0,26414.0,12509.0,270974.0,270974.0,20.48%,50.10%,15.06%,9.75%,4.62%,36971.0
2023,1,Entre Ríos,51084.0,141699.0,44508.0,26415.0,11172.0,274878.0,274878.0,18.58%,51.55%,16.19%,9.61%,4.06%,40798.0
2023,2,Entre Ríos,46503.0,142562.0,49251.0,24461.0,11170.0,273947.0,273947.0,16.98%,52.04%,17.98%,8.93%,4.08%,44508.0
2023,3,Entre Ríos,45384.0,157464.0,54794.0,24481.0,11170.0,293293.0,293293.0,15.47%,53.69%,18.68%,8.35%,3.81%,49251.0
2023,4,Entre Ríos,41794.0,159575.0,61667.0,24036.0,11565.0,298637.0,298637.0,13.99%,53.43%,20.65%,8.05%,3.87%,54794.0
2014,1,Formosa,20774.0,4548.0,0.0,0.0,100.0,25422.0,25422.0,81.72%,17.89%,0.00%,0.00%,0.39%,
2014,2,Formosa,20894.0,4628.0,0.0,0.0,78.0,25600.0,25600.0,81.62%,18.08%,0.00%,0.00%,0.30%,0.0
2014,3,Formosa,21021.0,4836.0,0.0,0.0,80.0,25937.0,25937.0,81.05%,18.65%,0.00%,0.00%,0.31%,0.0
2014,4,Formosa,21245.0,4896.0,1.0,0.0,65.0,26207.0,26207.0,81.07%,18.68%,0.00%,0.00%,0.25%,0.0
2015,1,Formosa,21022.0,4951.0,1.0,670.0,56.0,26700.0,26700.0,78.73%,18.54%,0.00%,2.51%,0.21%,1.0
2015,2,Formosa,21097.0,5164.0,2.0,737.0,50.0,27050.0,27050.0,77.99%,19.09%,0.01%,2.72%,0.18%,1.0
2015,3,Formosa,21573.0,5264.0,2.0,899.0,14.0,27752.0,27752.0,77.73%,18.97%,0.01%,3.24%,0.05%,2.0
2015,4,Formosa,21734.0,5314.0,4.0,1023.0,14.0,28089.0,28089.0,77.38%,18.92%,0.01%,3.64%,0.05%,2.0
2016,1,Formosa,21852.0,5420.0,5.0,1023.0,14.0,28314.0,28314.0,77.18%,19.14%,0.02%,3.61%,0.05%,4.0
2016,2,Formosa,22101.0,5658.0,6.0,1023.0,14.0,28802.0,28802.0,76.73%,19.64%,0.02%,3.55%,0.05%,5.0
2016,3,Formosa,21800.0,5905.0,9.0,0.0,2.0,27716.0,27716.0,78.65%,21.31%,0.03%,0.00%,0.01%,6.0
2016,4,Formosa,22400.0,6061.0,16.0,1023.0,13.0,29513.0,29513.0,75.90%,20.54%,0.05%,3.47%,0.04%,9.0
2017,1,Formosa,22438.0,6215.0,16.0,1023.0,13.0,29705.0,29705.0,75.54%,20.92%,0.05%,3.44%,0.04%,16.0
2017,2,Formosa,22493.0,6410.0,17.0,1023.0,13.0,29956.0,29956.0,75.09%,21.40%,0.06%,3.42%,0.04%,16.0
2017,3,Formosa,22647.0,6816.0,428.0,2202.0,12.0,32105.0,32105.0,70.54%,21.23%,1.33%,6.86%,0.04%,17.0
2017,4,Formosa,23410.0,6973.0,19.0,1603.0,51.0,32056.0,32056.0,73.03%,21.75%,0.06%,5.00%,0.16%,428.0
2018,1,Formosa,23556.0,7095.0,17.0,1603.0,57.0,32328.0,32328.0,72.87%,21.95%,0.05%,4.96%,0.18%,19.0
2018,2,Formosa,23543.0,7311.0,18.0,13625.0,57.0,44554.0,44554.0,52.84%,16.41%,0.04%,30.58%,0.13%,17.0
2018,3,Formosa,22777.0,7589.0,817.0,13625.0,57.0,44865.0,44865.0,50.77%,16.92%,1.82%,30.37%,0.13%,18.0
2018,4,Formosa,22619.0,7880.0,887.0,13761.0,57.0,45204.0,45204.0,50.04%,17.43%,1.96%,30.44%,0.13%,817.0
2019,1,Formosa,22570.0,7878.0,940.0,13761.0,62.0,45211.0,45211.0,49.92%,17.42%,2.08%,30.44%,0.14%,887.0
2019,2,Formosa,21916.0,8686.0,1382.0,14292.0,162.0,46438.0,46438.0,47.19%,18.70%,2.98%,30.78%,0.35%,940.0
2019,3,Formosa,21777.0,8359.0,1476.0,14292.0,162.0,46066.0,46066.0,47.27%,18.15%,3.20%,31.03%,0.35%,1382.0
2019,4,Formosa,21567.0,8684.0,1760.0,14531.0,169.0,46711.0,46711.0,46.17%,18.59%,3.77%,31.11%,0.36%,1476.0
2020,1,Formosa,21068.0,8887.0,1800.0,14510.0,169.0,46434.0,46434.0,45.37%,19.14%,3.88%,31.25%,0.36%,1760.0
2020,2,Formosa,21805.0,9353.0,1882.0,14723.0,169.0,47932.0,47932.0,45.49%,19.51%,3.93%,30.72%,0.35%,1800.0
2020,3,Formosa,21790.0,10003.0,2000.0,15023.0,393.0,49209.0,49209.0,44.28%,20.33%,4.06%,30.53%,0.80%,1882.0
2020,4,Formosa,21264.0,10789.0,2432.0,15341.0,380.0,50206.0,50206.0,42.35%,21.49%,4.84%,30.56%,0.76%,2000.0
2021,1,Formosa,20663.0,11412.0,2562.0,15669.0,380.0,50686.0,50686.0,40.77%,22.52%,5.05%,30.91%,0.75%,2432.0
2021,2,Formosa,19571.0,12509.0,3610.0,15690.0,171.0,51551.0,51551.0,37.96%,24.27%,7.00%,30.44%,0.33%,2562.0
2021,3,Formosa,18093.0,14111.0,4730.0,15690.0,171.0,52795.0,52795.0,34.27%,26.73%,8.96%,29.72%,0.32%,3610.0
2021,4,Formosa,17211.0,15111.0,5151.0,16018.0,172.0,53663.0,53663.0,32.07%,28.16%,9.60%,29.85%,0.32%,4730.0
2022,1,Formosa,16397.0,15927.0,5146.0,16876.0,202.0,54548.0,54548.0,30.06%,29.20%,9.43%,30.94%,0.37%,5151.0
2022,2,Formosa,15397.0,25487.0,9875.0,16910.0,212.0,67881.0,67881.0,22.68%,37.55%,14.55%,24.91%,0.31%,5146.0
2022,3,Formosa,14470.0,25880.0,11041.0,16935.0,212.0,68538.0,68538.0,21.11%,37.76%,16.11%,24.71%,0.31%,9875.0
2022,4,Formosa,13735.0,17068.0,13118.0,17692.0,227.0,61840.0,61840.0,22.21%,27.60%,21.21%,28.61%,0.37%,11041.0
2023,1,Formosa,12502.0,17421.0,13345.0,17490.0,227.0,60985.0,60985.0,20.50%,28.57%,21.88%,28.68%,0.37%,13118.0
2023,2,Formosa,11934.0,17678.0,13698.0,16813.0,227.0,60350.0,60350.0,19.77%,29.29%,22.70%,27.86%,0.38%,13345.0
2023,3,Formosa,11230.0,18053.0,14904.0,16899.0,228.0,61314.0,61314.0,18.32%,29.44%,24.31%,27.56%,0.37%,13698.0
2023,4,Formosa,10252.0,18325.0,16179.0,17061.0,185.0,62002.0,62002.0,16.53%,29.56%,26.09%,27.52%,0.30%,14904.0
2014,1,Jujuy,29765.0,4030.0,23.0,0.0,9.0,33827.0,33827.0,87.99%,11.91%,0.07%,0.00%,0.03%,
2014,2,Jujuy,30128.0,4161.0,23.0,40.0,9.0,34361.0,34361.0,87.68%,12.11%,0.07%,0.12%,0.03%,23.0
2014,3,Jujuy,30128.0,3541.0,22.0,37.0,13.0,33741.0,33741.0,89.29%,10.49%,0.07%,0.11%,0.04%,23.0
2014,4,Jujuy,31349.0,4583.0,22.0,37.0,11.0,36002.0,36002.0,87.08%,12.73%,0.06%,0.10%,0.03%,22.0
